document,referenceResponse
"The visitors led at the break through Helder Costa's penalty after Dave Edwards was felled by Jon McLaughlin.
Burton piled on the pressure after half-time and levelled when former Wolves winger Michael Kightly marked his debut by tapping in from two yards.
Woodrow hooked in the winner deep in injury time after Wolves failed to clear a corner.
Burton's win means they remain three points clear of the Championship relegation zone after third-from-bottom Blackburn also snatched a late victory over QPR, while Wolves drop to 18th after Nottingham Forest's injury-time win over Aston Villa.
In a scrappy first half of few chances, Lasse Vigen Christensen, on loan from Fulham like Woodrow, volleyed over Tom Flanagan's cross, while Wolves striker Nouha Dicko saw a shot tipped around the post by McLaughlin.
The visitors finally took the lead five minutes before the break when Costa drilled his spot-kick high into the net after McLaughlin brought down Edwards.
But Paul Lambert's side struggled to create anything of note after the break as Burton dominated.
Carl Ikeme tipped a Kightly shot around the post and a free-kick over the bar before the winger, who joined on loan from Burnley on deadline day, finally claimed the equaliser by converting Marvin Sordell's pass.
And Nigel Clough's side, who grabbed an injury-time equaliser when the two sides drew 1-1 at Molineux in September, got the winner when Woodrow turned in Flanagan's header from close range in the fourth minute of stoppage time.
Burton manager Nigel Clough: ""It's about time we had one go in our favour. We have had enough heartaches to last us three seasons in the first 20-odd games.
""It's about the first time anything has really broken for us in the last minute in the penalty area. The corner has come in and just dropped to two of our lads and Cauley has ended up putting it in.
""The two new lads get the goals and it makes a difference when you can bring a few bodies in during January.
""We have created a few chances throughout the season, but it's nice now to have people who can finish them off.""
Wolves head coach Paul Lambert told BBC WM: ""In the first half I thought we did a lot with the ball. We got the lead and it gives you something to go with at half-time
""But in the second half we were not the same and we allowed Burton to come back into the game.
""The first goal is poor from our point of view, because it's too easy for them to get through our defence. For the second, our marking was not good enough at the set play.
""We have set ourselves such a high standard so the disappointment is there for everybody today. Sometimes you need a reality check, and today we just weren't good enough.""
Match ends, Burton Albion 2, Wolverhampton Wanderers 1.
Second Half ends, Burton Albion 2, Wolverhampton Wanderers 1.
Goal!  Burton Albion 2, Wolverhampton Wanderers 1. Cauley Woodrow (Burton Albion) left footed shot from very close range to the centre of the goal. Assisted by Tom Flanagan with a headed pass following a corner.
Corner,  Burton Albion. Conceded by Kortney Hause.
Attempt missed. Cauley Woodrow (Burton Albion) header from the centre of the box is close, but misses to the right. Assisted by Marvin Sordell with a cross.
Lucas Akins (Burton Albion) wins a free kick in the defensive half.
Foul by Jón Dadi Bödvarsson (Wolverhampton Wanderers).
Marvin Sordell (Burton Albion) wins a free kick in the defensive half.
Foul by Lee Evans (Wolverhampton Wanderers).
Nouha Dicko (Wolverhampton Wanderers) is shown the yellow card.
Offside, Wolverhampton Wanderers. Lee Evans tries a through ball, but Nouha Dicko is caught offside.
Substitution, Burton Albion. Matthew Palmer replaces Lasse Vigen Christensen.
Foul by Tom Flanagan (Burton Albion).
Bright Enobakhare (Wolverhampton Wanderers) wins a free kick in the attacking half.
Attempt saved. Cauley Woodrow (Burton Albion) right footed shot from outside the box is saved in the bottom left corner. Assisted by Tom Flanagan.
Substitution, Burton Albion. Lucas Akins replaces Michael Kightly.
Substitution, Wolverhampton Wanderers. Ben Marshall replaces Andreas Weimann.
Substitution, Wolverhampton Wanderers. Jón Dadi Bödvarsson replaces Hélder Costa.
Attempt missed. Jackson Irvine (Burton Albion) header from the centre of the box misses to the right. Assisted by Lasse Vigen Christensen with a cross following a corner.
Corner,  Burton Albion. Conceded by Kortney Hause.
Michael Kightly (Burton Albion) wins a free kick on the left wing.
Foul by Hélder Costa (Wolverhampton Wanderers).
Attempt missed. Jackson Irvine (Burton Albion) header from the centre of the box misses to the left. Assisted by Lasse Vigen Christensen with a cross following a corner.
Corner,  Burton Albion. Conceded by Lee Evans.
Corner,  Burton Albion. Conceded by Lee Evans.
Attempt blocked. Tom Naylor (Burton Albion) left footed shot from the centre of the box is blocked. Assisted by Marvin Sordell.
Attempt blocked. Cauley Woodrow (Burton Albion) header from the centre of the box is blocked. Assisted by Luke Murphy with a cross.
Attempt missed. David Edwards (Wolverhampton Wanderers) header from the centre of the box is high and wide to the right. Assisted by Conor Coady.
Foul by Michael Kightly (Burton Albion).
Bright Enobakhare (Wolverhampton Wanderers) wins a free kick on the right wing.
Luke Murphy (Burton Albion) is shown the yellow card for a bad foul.
Foul by Luke Murphy (Burton Albion).
Bright Enobakhare (Wolverhampton Wanderers) wins a free kick in the defensive half.
Corner,  Burton Albion. Conceded by Conor Coady.
Corner,  Wolverhampton Wanderers. Conceded by Tom Flanagan.
Luke Murphy (Burton Albion) wins a free kick in the defensive half.
Foul by David Edwards (Wolverhampton Wanderers).
Delay over. They are ready to continue.
Delay in match Hélder Costa (Wolverhampton Wanderers) because of an injury.
Lasse Vigen Christensen (Burton Albion) wins a free kick on the right wing.",Cauley Woodrow scored an injury-time winner as Burton Albion fought back from a goal down to beat Wolves.
"The bodies of the state's first mental institution - called the Insane Asylum - stretch across 20 acres of campus where administrators want to build.
Officials predict that it may cost up to $21m (Â£16m) to exhume and rebury each body - more than $3,000 for each.
The campus medical centre, where the bodies have been discovered, is looking at cheaper alternatives.
The university hopes to bring the total cost down by handling the exhumations in-house, the Clarion-Ledger newspaper reports.
They predict that it can be done for $400,000 per year over the next eight years.
They also hope to create a memorial and laboratory where students can study the patients' remains, as well as remnants of clothes and wood unearthed in the process.
A group of academics have formed a consortium dedicated to studying the remains.
""We have inherited these patients,"" said Ralph Didlake, who oversees the campus Center for Bioethics and Medical Humanities.
""We want to show them care and respectful management,"" he told the Clarion-Ledger.
""It would be a unique resource for Mississippi,"" Molly Zuckerman, a professor of anthropology, told the newspaper.
""It would make Mississippi a national centre on historical records relating to health in the pre-modern period, particularly those being institutionalised.""
The Insane Asylum was completed in 1855 and operated until 1935. Before then, patients with mental illnesses were often kept chained in jails and attics of homes.
According to records, of the 1,376 patients admitted between 1855 and 1877, more than one in five died.
After the US Civil War the facility expanded dramatically, eventually housing about 6,000 patients during its peak.
The first coffins were discovered by the university in 2013 while constructing a road near campus.
In 2014 officials found more than 1,000 coffins while building a parking garage.","The remains of at least 7,000 people may be buried beneath the University of Mississippi, officials estimate."
"Specialist micro-engineer Graham Short visited the Dickinson & Morris Ye Olde Pork Pie Shoppe in Melton Mowbray, Leicestershire, on Friday.
It follows the use of one of the special notes at a bakery in Kelso, Scotland, and also a cafe in Wales.
The final note will be spent this week in Northern Ireland.
Updates on this story and more from Leicestershire
Mr Short, from Birmingham, came up with the idea of engraving a 5mm portrait of Pride and Prejudice author Austen on the transparent part of the new plastic Bank of England £5 notes to mark the 200th anniversary of Austen's death next year.
He has included a different quote around each one, ensuring that each note is unique.
Anyone who finds one of the notes has been advised to contact the Tony Huggins-Haig Gallery, which launched the project.
The Bank of England's website states that it is illegal to deface bank notes under the Currency & Banknotes Act 1928.
In a statement, the gallery said it had contacted the Bank of England, which informed them that the notes were still legal tender.
Mr Huggins-Haig told BBC Scotland all of Mr Short's work has an insurance valuation of about £50,000. He also described the notes as like ""the Willy Wonka golden ticket"".
Mr Short's last work - a minute picture of the Queen on a pinhead - sold for £100,000.
The four notes have the following serial numbers and quotes:
Mr Short, 70, said: ""As I enjoy pork pies, I thought where better to spend the English note than in Melton Mowbray?""
Stephen Hallam, from the shop, told the BBC every £5 note is not ""inspected with a magnifying glass"", but admitted the notes in the shop were ""scrutinised"" after they were told on Monday that Mr Short had visited the shop.
However, the special note could not be found.
""I'm still here making pork pies... I'm not flying off to Barbados,"" Mr Hallam said.
Mr Short told BBC Radio Wales' Jason Mohammad programme he chose Square Café in Blackwood High Street in Caerphilly because that was where his mother was born in 1909.
According to the Bank of England, it is against the law to ""deface our banknotes (by printing, writing or impressing upon them words, letters or figures, etc.), although the question of whether or not to prosecute in individual cases is up to the police and the courts"".","One of four special £5 notes worth up to £50,000 that feature a tiny portrait of author Jane Austen has been spent in a pie shop."
"The woman, in her early 20s, was rescued by RNLI lifeguards who were on duty for the first day of the season at Newquay's Fistral beach.
Lewis Timson, lifeguard supervisor, said the surfer's longboard leash snapped while she was competing in the Natty Surf Jam one-day event.
He described conditions at sea as ""pretty wild"".
The ""distressed"" woman, who is thought to be from Newquay, was taken ashore, but was not believed to need hospital treatment.
The festival was arranged in memory of 25-year-old local surfer Nathaniel Loney who died after battling severe depression and bi-polar disorder.
The money raised is being given to the Invictus Trust, a charity which supports young people with mental health issues.
The rescue highlights statistics from the RNLI, which show a big increase in the number of incidents around the South West.
Last year, beach lifeguards dealt with more than 11,000 incidents, while lifeboat crews launched 1,614 times - a 35% increase from the previous year.
There will be full-time lifeguard cover at Fistral and Croyde in Devon until the end of the season, with a number of other beaches in Devon and Cornwall patrolled during the Easter school holiday period.",A woman has been rescued from the sea after getting into difficulty during a charity surfing festival in Cornwall.
"Sixty-two-year-old Gillian Sandle, was a passenger in the vehicle which was travelling through Havant, near Portsmouth, on Sunday lunchtime.
Members of the public tried to revive her, but she died in hospital.
Ms Sandle's family said they were ""totally devastated at the sudden and tragic loss of such a wonderful lady"".
Police are appealing for witnesses to the accident in North Street between 12:35 and 12:40 GMT.
The vehicle was a blue Volkswagen beach buggy.
Sgt Melanie Adcock of Hampshire Constabulary said: ""This incident took place at a busy time of day when there were lots of Christmas shoppers in North Street so it is likely many people saw what happened.
""I would like to hear from anyone who witnessed any part of this incident.""",A woman was killed when her scarf got caught in the wheel of a beach buggy she was travelling in.
"The Gunners came from two goals down to win 3-2 after extra time and lift their first trophy for nine years.
""It was an important moment in the life of this team,"" said Wenger, who confirmed he will sign a new contract.
""To lose would have been a major setback but to win will be a good platform to build on.""
""Arsene Wenger is a winner again. Arsenal are winners again after 120 dramatic minutes that forced manager, players and fans through so many of the experiences they have shared in recent years - only this time with a happy ending.
""Wenger has every right to celebrate this success but he must not - and surely will not - believe that this means Arsenal do not still require serious investment.""
Read more from Phil McNulty
Wenger's contract is due to expire at the end of the season but he has repeatedly expressed his desire to continue in the role he has held since 1996.
Asked whether he would now sign a new deal, he said: ""That should normally happen yes, and we are in very normal circumstances. It was never a question of leaving. It was a question of doing the right job for this football club.""
James Chester and Curtis Davies put Hull two up inside eight minutes but Santi Cazorla pulled a goal back before half-time. Laurent Koscielny equalised to send the game into extra time, when Aaron Ramsey scored the winner.
Wenger, who won the FA Cup for the fifth time in his Arsenal career, said: ""It was more important today than all the others. Twice we had won the double, so we had already won something and were not under the pressure we were under here.
""It is a feeling of relief and happiness as we were under severe pressure to win and we didn't start well of course. Hull started stronger and you could see we were hesitant. We demonstrated how to respond to being 2-0 down but we also demonstrated how not to start an FA Cup final.
""It is a big moment to win and when it happens after a long time it sometimes comes with suffering so it was a great moment.""
Media playback is not supported on this device
Former manager George Graham, who led Arsenal to the league title in 1989 and 1991, said the club need to bring in ""three quality players"" if they are going to challenge for top-flight honours, including a midfield dynamo in the mould of 1998 World Cup winner Patrick Vieira.
""In midfield there's an embarrassment of riches, they're all very similar and I think they need a strong, Vieira type player who leads the team,"" the Scot told BBC Radio 5 live's Sportsweek programme.
""Up front, there's no question, that's been their failing this season. They've only got one out-and-out centre-forward and they need a class forward to add to the team.""
Like Wenger, Arsenal right-back Bacary Sagna is also out of contract and has been linked with a move to Manchester City.
""I think until we start pressuring the ball much better than we're doing we'll remain vulnerable. A good team to watch, but vulnerable against the better teams.""
Asked if the Cup final was his last game for Arsenal, he said: ""I don't know to be honest, as everyone says I have been talking with the club for a long time and we will try to find a solution, but I don't know what that will be.""
Arsenal captain Mikel Arteta praised his team's ""desire"" to fight back and hailed the scorer of the winning goal.
""It's unbelievable, when you go 2-0 down it is really rare to come back and win the Cup,"" he said.
""It has been a long time coming and hopefully this is the start of something really good. The start of the match was shocking, you would never expect to start the game like that but we showed the character, desire and spirit of this team to put it right in the end.
""Aaron Ramsey has been the best player on the pitch when he has been fit and he was the right man to score.""",Arsenal boss Arsene Wenger said the FA Cup final comeback against Hull City can be a turning point towards a successful new era for the club.
"The Environmental Audit Committee (EAC) says the current proposals are ""unnecessarily complicated"".
Their report says that bans in Ireland and Wales were simpler and have significantly reduced the impact of plastic bags on the environment.
Over eight billion disposable carrier bags are used in England every year.
Last September, Deputy Prime Minister Nick Clegg announced plans for a single use plastic bag charge in England that would come into effect after the 2015 election.
Mr Clegg highlighted the threat of plastic bags to marine life and the countryside. The money raised by the levy would go to charity, he said, and the time to act was now.
""This is not a new problem. We've waited too long for action. That's why I am drawing a line under the issue now. The charge will be implemented sensibly - small businesses will be exempt.""
But it is the planned exemptions and other rules that have raised the hackles of the EAC.
The proposals have been drawn up by the Department for the Environment, Food and Rural Affairs (Defra).
They want the 5p charge to apply only to supermarkets and larger stores. Most small shops and takeaway outlets would not have to pay the cost.
Defra says that the charge should not be a burden to small businesses.
As well as this exemption, Defra does not want the charge to apply to biodegradable bags. Paper bags and reusable ""bags for life"" will also avoid the levy.
But the EAC believe these rules are making the proposal too complex.
""Ministers have managed to make a complete mess of their planned carrier bags charge by making it unnecessarily complicated,"" said Joan Walley MP, chair of the committee.
""Carrier bags litter our streets and harm wildlife, and the government is right to want to reduce their use. But Defra seems to have made decisions about the design of this scheme that were based more on wishful thinking than hard evidence.""
The MPs' report said many trade bodies representing small retailers were opposed to the exemption as it was confusing for consumers.
The Association of Convenience Stores said the best way of tackling the issue was to ensure that every shop charged for plastic bags.
""We urge the government to listen to the recommendations of the Environmental Audit Committee and ensure that convenience stores are not left out of the carrier bag charge,"" said ACS chief executive James Lowman.
The EAC said that exempting paper bags was also misguided as it would weaken the message that consumers should recycle their plastic.
The idea that biodegradable bags should avoid the charge was also a bad idea, said the EAC, as they say they are not as green as they sound.
In evidence before the committee, Jessica Baker from the British Plastics Federation recycling group, said an exemption on biodegradable bags would be ""disastrous.""
There were also concerns that biodegradable material still presented a threat to wildlife, as it took time to decay.
A Defra spokesman defended the planned exemptions, saying: ""Paper bags make up only a small proportion of carrier bags and break down naturally. Biodegradable bags will only be exempt if they are genuinely biodegradable - currently such a bag does not exist.""
The MPs said that England should follow the example of Wales and the Irish Republic and introduce a straightforward scheme without exemptions.
The committee's concerns were echoed by the Keep Britain Tidy campaign group.
""It's a no brainer of an issue - it's quite clear. In Wales where there is a flat charge across the board, bag consumption went down by 70%,"" said Andy Walker
""Unfortunately the government is overcomplicating this, we have a perfect model in Wales that is doing the job it was brought in to do and the government should implement it.""
Friends of the Earth said the introduction of a plastic bag charge was a small step in the right direction but it was insignificant in terms of dealing with the scale of waste.
""Ministers must take urgent steps to slash waste and turn it into valuable resources, and save some of the phenomenal £650m a year we squander burying and burning reusable and recyclable materials,"" said Michael Warhurst from the group.
The government expects the charge to raise around £70m for charity, which shops will donate directly. The EAC wants the £19 million that will be raised as VAT from the charge to also go to environmental good causes.
Follow Matt on Twitter.","A cross-party committee of MPs says the government's plans for a 5p charge on plastic carrier bags in England are a ""complete mess""."
"Media playback is not supported on this device
The Frenchman, 35, opted to extend his contract with the Royals in February until June 2018, having joined from Bournemouth in January 2016.
""It's a decision I took with my family, who I've been away from now for 13 years,"" he told BBC Radio Berkshire.
""We just think it's a good time for me to get back home and start a new life. I'm building a house in France.""
Kermorgant, who also played for Leicester and Charlton, has scored 10 goals for Reading so far this season as they bid to secure a Championship play-off place.
He will hope to play a key role when Jaap Stam's side face fellow promotion contenders Leeds at home on Saturday.
""I think it will be a big game,"" Kermorgant said. ""There's every chance we could meet again in May if we both stay in our current positions.
""It will be a good test for us to see where we can be. We want to finish as high as we can and we've been third in the league for a long time.
""If we can beat Leeds, that will take us to fourth and maybe we can push for more.""",Reading striker Yann Kermorgant has confirmed he will retire at the end of the 2017-18 season.
"In a statement, Pyongyang warned that South Korea's ultimatum would ""lead to no good results"".
On Thursday, Seoul gave the North 24 hours to agree to talks on the Kaesong Industrial Complex, warning of ""grave measures"" if its offer was ignored.
South Korea's president later held a meeting with top officials to discuss next steps, Yonhap reported.
The stoppage was taking a heavy toll on South Korean firms, the agency quoted her as saying.
A statement from the Unification Ministry was expected shortly, a separate report said.
North-South tensions are high following Pyongyang's nuclear test in February and the subsequent imposition of expanded UN sanctions.
The Kaesong complex, launched in 2003 as a sign of North-South co-operation, is located just inside North Korea. It is the biggest contributor to inter-Korean trade and provides the North with much-needed hard currency.
Q&A: Kaesong Industrial Complex
Analysis: The North Korea threat
Missile defences in the region
Picking apart the bluster
But Pyongyang blocked South Korean access to the site and pulled out its 53,000 workers earlier this month, amid a series of threats and strong rhetoric from the communist state.
""Pyongyang will be the first to take tough action if the South insists on worsening the situation at the border town,"" North Korea's National Defense Commission said in a statement.
""The kind of ultimatum made by the South the day before will only lead to no good results"".
The remaining 175 South Koreans still in the complex are believed to be running out of food and medicines, because the North has refused to allow fresh supplies from the South into the industrial park.
The South Korean government has refused to spell out what measures it may take, but there is speculation that it may be considering pulling out its remaining citizens, the BBC's Lucy Williamson in Seoul reports.
But that would leave South Korean assets open to seizure by the North Korean authorities, as happened before at a moth-balled tourism site run by the two countries, our correspondent adds.
UN Secretary-General Ban Ki-moon was aware of the South's call for talks, and ""sincerely [hoped] the operation of the complex [could] return to normal as soon as possible through dialogue,"" a UN spokesman said on Thursday.",North Korea has rejected Seoul's call for talks on resuming operations at a joint industrial zone.
"The six-year strategy aims to produce 15 new cars or derivatives of existing models and lift annual sales to as much as 5,000 cars, from 1,600.
At least half of the cars will have hybrid engine technology.
McLaren Automotive, which draws on technology used by the F1 racing team, was launched just six years ago.
Mike Flewitt, McLaren Automotive's chief executive, told the BBC: ""This business plan confirms that McLaren Automotive will remain proudly and fiercely independent by continuing to build the world's finest two-seater sports and supercars.""
But he added that plan, called Track 22, was also about broadening the Uk supercar maker's customer base with a new range of cars more attractive to the rich - rather than just the super-rich.
The company is responsible for supercars including the £1m petrol-electric hybrid McLaren P1, but has already started introducing cheaper models.
This includes the launch at the Geneva Motor Show of the £150,000-plus 570GT, which is pitched at some rival cars produced by Ferrari and Porsche.
Rather than being a racing machine, Mr Flewitt says the 570GT is designed to give a more relaxed drive, and has been designed with a more comfortable suspension. It also has more luggage capacity.
""We see this [car] as being very easy to drive on a day-to-day basis,"" Mr Flewitt said.
About a quarter of the new £1bn investment will go directly into research and development, Mr Flewitt said. This will include work on an all-electric prototype. Electric sportscar technology is advancing fast, led by the likes of Tesla.
He also hopes that the new range of cars will bring down the age profile of a typical McLaren buyer, which is 40-plus in Europe. However, the typical Chinese buyer is in his or her 20s.
The Track 22 plan will involve McLaren Automotive adding about 500 staff to its existing 1,500. A second production shift has already started at the company's factory at Woking, Surrey, and a recruitment drive has begun.
Many of the jobs will be skilled engineering roles. Mr Flewitt said the market for good engineers is ""undoubtedly getting more competitive."" But he added: ""Luckily, McLaren is an attractive brand to come and work for.""
More than 90% of McLaren's output is for export, and the company has seen sales fall in China as the economy slows.
Is he worried about the health of the global economy? ""You worry about it all the time. The strategy we took was to make sure we had broad distribution.
""We sell cars into 30 markets, with 82 dealerships. As one market comes down - China has dropped this year and last year - other markets strengthen,"" he said.","McLaren Automotive, part of the F1 group, has unveiled a £1bn expansion plan to produce up to 15 new models and recruit 500 staff."
"The 8-11 shot defeated 12-1 chance Algometer by one and a half lengths with the other four rivals well beaten.
Midterm is a son of 2001 Derby winner Galileo and Group One victor Midday.
After the Sandown win, Midterm's odds for the Derby at Epsom in June were cut by some bookmakers from 8-1 to 6-1 second favourite.
The 4-1 market leader is US Army Ranger.
In the 1980s, the trial was won by subsequent Derby winners Shergar and Shahrastani, although the last runner to triumph at Epsom was 1997 Sandown runner-up Benny The Dip.
You can check out the latest racing results on the BBC Sport website.","Odds-on favourite Midterm, ridden by Ryan Moore for trainer Sir Michael Stoute, won the Classic Trial at Sandown on Friday afternoon."
"BAE Systems blamed the closure plan for the former Vickers plant in Scotswood on fewer Ministry of Defence orders.
Now neighbouring defence and construction giant Reece Group has signed a deal with BAE to take on the factory for an undisclosed sum.
Reece plans to transfer work from existing sites into Scotswood.
Reece already employs about 500 people and hopes to expand the workforce at its new premises over time.
The Group includes Pearson Engineering, which designs and manufactures a range of military equipment for customers, including BAE Systems. It also produces equipment for oil and gas fields.
Chairman John Reece said: ""This landmark site will be fully used as a manufacturing facility. We have also acquired plant and machinery no longer required by BAE Systems which will be used to support our activities in the oil and gas, and the subsea markets.
""We believe that engineering and manufacturing still has a valid and prosperous future in the North East.
""We place great emphasis on research and development and our investment in Scotswood will include the establishment of the Reece Innovation Centre, whose focus will be to design the group's next generation of innovative engineering products.""","A former tank factory in Newcastle, which closed last year with the loss of 300 jobs, has been bought by a rival engineering firm."
"The Gunners were extremely poor and were outplayed for long periods at home, but they still picked up a point and actually created enough chances to win the match because of the brilliance of Mesut Ozil.
I would not even say Ozil had a particularly good game but he got his side out of jail with his cross for Kieran Gibbs' equaliser.
Ozil had already provided two balls from a free-kick and a corner that Olivier Giroud should have scored from - he hit the bar with his first header and sent the second one wide.
Tottenham knew how dangerous he was because they stopped him from getting on the ball in open play until the final 15 minutes, but his magic touch was still able to rescue Arsenal from what would have been a very bad defeat.
Ozil had already made 47 chances this season going into Sunday's game, the most in the Premier League alongside West Ham's Dimitri Payet. That works out at an average of almost five a game in each of his previous 10 appearances.
In the first half at Emirates Stadium, however, the German did not even have a sniff of creating an opening in open play.
That was because, from the off, Spurs had the perfect game plan. They identified Arsenal's best two players as Ozil and Alexis Sanchez and they stopped their supply at source, pressing high to stop the Gunners from building from the back.
Any time Ozil, Sanchez or Santi Cazorla did get the ball, they had two or three men on them straight away and they took them completely out of the game. Ozil dropped deep to get the ball and could not do any damage from there.
It was only in the last 25 minutes that Ozil began to get any time in possession in the Tottenham half, and he made it count.
I think he is at his most deadly when he picks up the ball when an initial attack has been cleared. The defence pushes up and Ozil is just waiting for them to do that so he can deliver it into the space they leave behind.
I have seen it happen time and time again and it was a similar story on Sunday when he picked up the ball and spotted Gibbs's run to the far post.
It was his 10th assist of the campaign, four more than anyone else, and he set a Premier League record for making a goal in six successive games in the same season.
Some people still seem to have the perception that Ozil is lazy, or a luxury player, so it is worth highlighting again how hard he actually works.
He does more work for the Arsenal team than any other midfielder or forward bar Aaron Ramsey and covers a lot of ground right across the pitch.
I think it is easy to get the wrong idea because of his style on the ball. Someone like Alexis Sanchez looks busier because he does a lot of one-twos and plays with more urgency.
It is great to play it quick and early, either one-touch or two-touch like Sanchez often does, but there is nothing wrong with being different.
Ozil has the imagination to hold on to it a little bit longer because he knows the picture will change if the defence are anticipating a one-two or an early ball, and that might leave him some space.
So he is not lazy, either off the ball or on it. Even if he was, what he brings to the team means his team-mates would not mind.
When I was in Tottenham's midfield with Rafael van der Vaart, or a few years earlier when we had Dimitar Berbatov up front, I was prepared to work harder just to get the ball to them - Rafa would create a lot of chances every game and Berba would stick a lot away.
It was not just me. The whole team were prepared to do more work than them because, collectively, we knew those players were going to win us games.
The really brilliant thing about Spurs for most of the match was that they did not allow him into the game, and it was one of the reasons Arsenal found it so difficult to get going.
I played in 11 north London derbies for Spurs and I would have been devastated walking off the Emirates pitch with only a point on Sunday.
Media playback is not supported on this device
Tottenham completely dominated, but Arsenal were always going to get at least one chance. I always felt Spurs would need that second goal, and so it proved.
It was so close to being a complete performance from Mauricio Pochettino's side - in terms of their pressing, their aggression and their creativity it was absolutely spot on.
The only thing they were lacking was a killer instinct when they were 1-0 up and creating further chances. They need to be able to put those kinds of games to bed when they have bossed them.
Pochettino will be hugely disappointed to only draw the game but it was still a massive statement of intent by his team.
Everyone at the club will want to stay under the radar so they probably will not appreciate me saying this on Match of the Day 2, but I am certain they will finish in the top four this season.
Media playback is not supported on this device
A lot of that is down to Pochettino's training methods and his willingness to use young players. It means they have got energy and pace all over the pitch. They look as fit and strong as any team I have seen this season.
Defensively they look solid - the only worry they had earlier in the season was over Harry Kane's form, but now he is banging in the goals again.
Spurs have been getting better every week and it looks to me like they are close to the peak of their powers. They deserve to be in the top four.
Jermaine Jenas was speaking to BBC Sport's Chris Bevan.","Arsenal got absolutely battered for most of Sunday's 1-1 draw in the north London derby against Tottenham - their fans must have been wondering what was happening, because it was embarrassing at times."
"The latest fighting is reported to be in Boni forest, which straddles the border with Somalia.
Three police officers are confirmed dead and one seriously injured, according to a statement released by the Kenyan police.
Al-Shabab has claimed responsibility.
The Daily Nation newspaper reports that some 200 attackers were involved in the fighting.
It quotes a local official as saying that an unknown number of villagers are also missing.
A local communication mast has been destroyed, making it hard to get accurate information from the area.
Al-Shabab has attacked Kenya several times in recent years.",Kenyan security forces have been battling suspected al-Shabab militants for more than 10 hours after they staged a dawn attack on a police post near the coastal town of Lamu.
"Mexico's women overcame challengers Kyrgyzstan in a 5-0 thriller to lift the trophy.
The men's team also put in a powerful performance to see off Brazil 6-1, and keep the silverware.
More than 500 men and women from 52 countries around the world competed in four-a-side matches over several days.
Nearly 100,000 spectators watched the free-to-watch games, which were staged in George Square in the heart of Glasgow.
Organisers said two million people also watched the tournament online.
First Minister Nicola Sturgeon, who attended the event, said the Homeless World Cup would energise and engage people who, for whatever reason, had become socially excluded.
The event was set up by the International Network of Street Papers and Mel Young, founder of the Big Issue in Scotland.
Mr Young said: ""We promised that George Square would be the most inspiring place on the planet for the duration of this tournament, that so it has been.
""The people of Glasgow have taken our players to their hearts, and made this such a very special tournament in the history of the Homeless World Cup.
""As our players head back to their countries, we wish them every success as they look to build on this experience, and create a life they would want for themselves.
""Rightly, they should stand tall. We can genuinely say: you are all winners.""
Scottish Minister for Sport Aileen Campbell said: ""The Homeless World Cup has been a fantastic and exciting tournament that all of Scotland has got behind.
""It's been great to see George Square busy every day and is a perfect example of how the power of sport can both transform lives and change perceptions for the better.""
The next Homeless World Cup will be held in Oslo in the summer of 2017.",Mexico celebrated double success at the 14th Homeless World Cup in Glasgow after both their men's and women's teams retained their titles.
