document,referenceResponse
"A fatal foetal abnormality diagnosis means doctors believe an unborn child has a terminal condition and will die in the womb or shortly after birth.
The proposal to allow abortion in such cases was defeated by 59 votes to 40.
The result followed a passionate debate at Stormont after some MLAs proposed the law change be introduced by way of an amendment to the Justice Bill.
Unlike other parts of the UK, the 1967 Abortion Act does not extend to Northern Ireland.
Currently, a termination is only permitted in Northern Ireland if a woman's life is at risk or if there is a risk of permanent and serious damage to her mental or physical health.
Politicians have been lobbied to reform the law since 2013, when Northern Ireland woman Sarah Ewart spoke out about having to travel to Great Britain for an abortion after she was told she was carrying a baby that had no chance of survival.
The Democratic Unionist Party (DUP) faced criticism from other parties during Wednesday's debate for asking the Health Minister Simon Hamilton to set up a working group to examine the issues raised by fatal foetal abnormality.
It could take six months for the group to complete its work and the Ulster Unionist leader Mike Nesbitt claimed it was a DUP ""device"" to delay decision making on abortion reform until after May's assembly election.
Justice Minister David Ford, who brought forward the proposed change to the legislation, told Radio Ulster's The Nolan Show it could now remain in limbo for some time.
""It would appear that that is what some people want, that it was any excuse at all to avoid taking a decision last night so they can fudge the issue,"" he said.
""We will wait and see what happens to the DUP's supposed working group for the next six months. Certainly, we'll get the DUP past the election, maybe that's why they're doing it.""
However, the DUP has argued that the issue required proper consideration by MLAs and ministers and that the Justice Bill was not intended for this purpose.
The amendment to legalise abortion in cases of fatal foetal abnormality was proposed by Alliance MLA Stewart Dickson.
He told MLAs: ""If we are to continue to fail women in Northern Ireland in this area then we are abdicating our duties as representatives.
""The traumatic journey to England for many young women is becoming a shame on Northern Ireland and to force women with a fatal foetal pregnancy to look elsewhere for help and support make this worse.""
The amendment relating to pregnancies which are the result of rape or incest was put forward by Anna Lo, also of the Alliance Party, and was defeated by by 64 votes to 30.
Mr Nesbitt said that as a man he did not feel comfortable ""discussing what a woman should do with her body"" but he added that MLAs had a responsibility to legislate.
He claimed the DUP's request for a commission was a delaying tactic designed to ""kick the decision to the far side of the election"".
Mr Nesbitt described the delay as ""cruel"" and ""Dickensian"".
""This is Bleak House we're in today, in the Chancery courts waiting day after day, after day, after day for a decision that never comes,"" he said.
Sinn Féin MLA Caitríona Ruane also criticised the DUP for ""supporting a commission which will report in six months"".
""What about the plight of women in the here and now? What about the women who are pregnant as the result of rape, or women who are faced with fatal foetal abnormalities?
""Is the DUP going to tell them 'we're having a commission in six months and sure, then we'll see where is goes?'  I'm sorry, long-fingering this does a disservice to women,"" Ms Ruane said.
However, Social Democratic and Labour Party (SDLP) MLAs expressed doubt that doctors could accurately predict that an unborn child had no chance of survival.
SDLP MLA Dolores Kelly said clinicians had told her party that ""there is no such definition"" as fatal foetal abnormality.
Speaking independently from her party, Alliance MLA Anna Lo proposed that women who have become pregnant as a result of sexual crime should have access to a legal abortion in Northern Ireland.
Ms Lo said that forcing pregnant rape victims to give birth meant they would be ""reminded every day of that act of violence which was forced upon her"".
However, Traditional Unionist Voice (TUV) leader Jim Allister described Ms Lo's amendment as a  ""charter for abortion on demand"".
He said that because of his background as a barrister he had more experience than most MLAs of rape trials and added that ""95% of the time, the question for the jury is - was the sexual intercourse consensual or not?""
""All you have to do is to allege indecent assault it seems, rape, and you're entitled on the nod of a medical practitioner to abortion,"" he said.
Mr Allister told MLAs that allegations of rape could only be proven through ""due process"" and this was not possible within the timeframe of pregnancy.
DUP MLA Emma Pengelly spoke in support of the working group on fatal foetal abnormality.
""I have not had the beautiful privilege to have brought a child into this world but I can empathise with all my heart that the wished for, the longed for, can turn so quickly to tragedy,"" she said.
""The way forward that we are proposing is a compassionate one, it is a sensible one, it is a common sense one that will leave all of us in a much better and informed position to chart a loving and kind way forward.""
At the end of the debate, Assembly Speaker Mitchel McLaughlin commended MLAs on the ""sense of dignity"" they displayed during the discussions.
Stormont's chief legal adviser, Attorney General John Larkin QC, is among those who are opposed to changing the law and has outlined concerns that the move could breach obligations under the United Nations Convention on the Rights of Persons with Disabilities (UNCRPD).
Precious Life, one of the largest pro life organisations in the region vowed to ""expose"" any MLA who voted in favour of the new legislation.
Amnesty International said failing to reform the law would be a ""betrayal of women"", while the Northern Ireland Human Rights Commission urged political action.",Northern Ireland Assembly members have voted against legalising abortion in cases of fatal foetal abnormality.
"The spacecraft, which takes visible and infrared pictures of the Earth, was launched in June and is now undergoing a period of commissioning.
The observer is the second dedicated mission to fly in the European Union's Copernicus programme.
This will see a multi-billion-euro series of satellite sensors put in orbit over the next few years.
Sentinel-2a, however, will be the system's backbone, producing a wide range of imaging products that will focus predominantly on the planet's land surface.
The European Space Agency, which led the development of the platform, released a taster on Monday of what to expect.
These views ranged from cities and forests to glaciers and coral reefs.
""They are stunning,"" said mission manager Bianca Hoersch.
""Okay, we still have some calibration work to do, on co-registration between visible and shortwave infrared bands, but I think you can see just from this release that the quality is going to be really excellent.""
Sentinel-2a is the European equivalent of America's Landsat mission, which has been imaging the surface of the Earth for 40 years.
The US satellite's data is free and open, which has driven a multitude of applications. Most people will probably know it best from the map tools they use on their computers and smartphones. These all incorporate Landsat pictures.
Sentinel's data has been designed to be complementary, but the platform also represents a big jump in capability.
Its imaging instrument will be sensitive across more bands of light (13 versus Landsat's eight), allowing it to discern more information about the land beneath it; and Sentinel-2a will ""carpet map"" a much wider strip of ground (290km versus 185km).
In addition, its colour images have a best resolution of 10m, versus Landsat's 30m.
Given that today, non-specialist use of Earth imagery overwhelmingly relies on Landsat data, it is more than probable that Sentinel products will be in big demand.
The European Commission will be using Sentinel pictures in its Copernicus programme to run variety of services, reaching across agriculture and forestry, urban planning and disaster mitigation.
Agriculture, though, is certain to be a big user. The satellite's camera sensor has been designed to detect very specific wavelengths of light that detail the health of plants.
In normal operation, Sentinel-2a will be producing 1.7 terabytes of processed data per day. And this will double when the sister satellite, Sentinel-2b, is launched next year.
""The data volume is incredible,"" Dr Hoersch told BBC News.
""Of course, we all knew it would be like this, but when you sit there with your computer and try to download it, it's massive - gigabytes of data.  I had to go out at the weekend and buy a hard disk to store all these products for my presentations.""
Esa will launch Sentinel-3a at the end of 2015. This satellite is dedicated to observing the oceans.
Jonathan.Amos-INTERNET@bbc.co.uk and follow me on Twitter: @BBCAmos",Europe's Sentinel-2a satellite is on course to go into full operation in early or mid-October.
"The reforms are thought to include tax rises and pension changes.
Greece is due to present the proposals by 22:00 GMT on Thursday to try to secure a third bailout and prevent a possible exit from the eurozone.
The new proposals will be studied by eurozone finance ministers on Saturday and a full EU summit on Sunday.
Defence Minister and junior coalition party leader Panos Kammenos gave no further details of the agreed plans as he left the prime minister's official residence, where ministers had been meeting.
Prime Minister Alexis Tsipras has spent the day discussing the proposals with his cabinet.
Greek media are reporting that the reforms will be put to the Greek parliament on Friday for approval.
On Wednesday Greece formally submitted a request for an unspecified loan from the European Stability Mechanism bailout fund.
This would be a fresh loan ""to meet Greece's debt obligations and to ensure stability of the financial system"", Greece says - in other words, to avoid bankruptcy.
The President of the European Council, Donald Tusk, who will chair Sunday's EU summit, said he hoped to receive ""concrete and realistic proposals of reforms from Athens"".
Such proposals ""will have to be matched by an equally realistic proposal on debt sustainability from the creditors. Only then will we have a win-win situation,"" Mr Tusk added.
However the German Chancellor Angela Merkel said that ""a classic haircut"" (meaning reducing the value of Greece's debts) was ""out of the question"" for her.
All Greek to you? Debt jargon explained
Speaking in Sarajevo, Mrs Merkel said the eurozone had dealt with the issue of debt sustainability in 2012.
She described Sunday's EU summit as a decisive and important meeting.
""We must not forget that the Greek people are suffering at the moment,"" she said.
German Finance Minister Wolfgang Schaeuble also ruled out debt relief for Greece, saying ""there cannot be a haircut because it would infringe the system of the European Union"".
Greece needs to implement reforms to win the trust of its eurozone partners, Mr Schaeuble said. He told a conference in Frankfurt that his message to the new Greek Finance Minister Euclid Tsakalotos was: ""Just do it!"".
Follow the latest updates here
The Greek government has meanwhile extended bank closures and the €60 (£43; $66) daily limit on cash machine withdrawals until Monday.
The curbs were imposed on 28 June, after a deadlock in bailout talks with creditors led to a rush of withdrawals.
Louka Katseli, the head of the Greek bank association, said on Thursday that there was enough liquidity in cash machines to serve the public until Monday.
Tsipras, Greece's high-stakes gambler
Why Greece sees France as last hope
How easy is it to swap currencies?
Full coverage of Greek debt crisis
On Thursday, EU Economics Commissioner Pierre Moscovici said he was hopeful of a new deal: ""I have the sense that the dialogue is established, or restored, and that there is a way out.""
The IMF, lowering its economic growth forecast for the world for 2015, said events in Greece would have a ""limited"" effect on the rest of the global economy, as Greece makes up just 2% of the eurozone.
What happens next?
European Stability Mechanism explained
Greece's creditors - the European Commission, the European Central Bank and the IMF - have already provided more than €200bn in two bailouts since a rescue plan began five years ago.
The second bailout expired on 30 June.
The creditors had hoped for new, concrete proposals from Greece at a meeting on Tuesday but these were not submitted and they instead agreed to set a new deadline of Thursday.
Greece has been warned this is the ""final deadline"".
Mr Tusk has said this is ""now maybe the most critical moment in the history of the eurozone"".
""This is really and truly the final wake-up call for Greece and for us, our last chance,"" he said, adding that failure ""may lead to the bankruptcy of Greece"".
Mr Tsipras's Syriza party was elected in January pledging to oppose the harsh austerity measures demanded by creditors.
And on Sunday, the Greek people decisively rejected the latest bailout proposals from creditors in a referendum.
Energy minister and influential Syriza member Panayiotis Lafazanis insisted on Thursday that Greece would not sign up to a third bailout if it brought ""harsh austerity, suffering and deprivation to the Greek people"".
He insisted Greece had ""alternative options to a new bailout deal"" and there was ""no gun pointed at its head"".
Supporters of Greece staying in the euro held a rally in central Athens on Thursday night.","Greece's government has agreed a reform programme and will submit its proposals to its international lenders soon, the defence minister has said."
"10 June 2016 Last updated at 08:36 BST
Chris Horn, from Newbury in Berkshire, came up with the idea whilst on his tractor and hopes the idea could spread across the UK.
He says the business model could help other young farmers but adds that 40% of their revenue goes on licensing fees.",A fourth generation farmer has found a novel way to diversify his business by showing movies in his fields.
"The film told the story of a fictional plot to assassinate Kim Jong-un. Hackers broke into film company Sony's computers, and weeks later threatened to target any cinema which screened the film.
An FBI investigation concluded that North Korea was to blame for the cyber attack. North Korea responded angrily, with Kim Jong-un calling President Obama a ""monkey"".
What do we know about his ambitions? Four insiders offer their insight into what Kim Jong-un wants.
Jean Lee was born in America to South Korean parents and grew up hearing stories about Korean families separated by the war in 1953. A few years ago, she became the first foreign journalist to open a bureau inside North Korea.
She was in the crowd when Kim Jong-un was first introduced to the Korean people at a military parade, and says he has had to work hard to establish his own power base.
""When he came out there was just a complete sense of shock and awe among the people at the plaza. They had never seen a picture of him. They had only really known of his existence, officially, a few weeks earlier.
""It was quite a shock to see somebody so young who was being groomed to be the next leader. He was not the oldest son, so wasn't the obvious shoo-in. There's clearly something about him, ambition, perhaps a kind of ruthlessness, some qualities that his father saw in him that he thought would carry this country into the next generation.""
The world saw that ruthlessness a year ago, when he ordered the execution of his uncle for allegedly trying to overthrow the state. And the regime is known to use violence to quash dissent among ordinary people too.
But Jean Lee says it would be a mistake to think Kim Jong-un maintains control only through fear:
""One of the things that I've seen on the ground over the past couple of years is all the construction of these skating rinks. There's actually a skateboard park, the ski resort of course that opened last year, massive projects. I see all of this as an investment that they're making in their future.  He is a young man.  If he is going to win the support of the future generations of North Koreans who are going to be his power base, he's got to find a way to win their loyalty and this is part of that.""
Geoffrey See is a Singaporean who has been travelling back and forth to North Korea for the past seven years, working with young entrepreneurs. He says North Koreans are now thinking more innovatively about the economy:
""About six years ago when we first started our programme, our counterparts would often start off with a very long spiel about socialism and how this is the system they have and they are never going to change it.
""In recent years instead of saying that, people talk about... trying to bring in what's best from overseas, and try to adjust it to fit into the system.  So I think that's a very interesting change in terms of thinking.""
Where this new investment is being targeted is also interesting.
""If you look at the economic zones that North Korea was investing in, one of the key areas is Wonsan. So this is an economic zone on the east coast of North Korea.  It faces Japan and it borders South Korea.  So it is kind of almost the furthest location you can have from China. So we believe that it's part of this broader aim to balance off Chinese economic influence in North Korea.""
Kim Jong-un has also been making overtures to Russian President Putin. Two years ago, Russia wrote off 90% of North Korea's debt. But Geoffrey See says there aren't many foreign investors willing to engage with the country's idiosyncratic business environment:
""We would email the North Koreans two, three, four times and we [wouldn't] get a response, and we used to get very worried about it.  We wondered if they are reading our messages, if things are moving ahead.
""We would go in like three months later from the first set of emails.  When we meet with them we ask them, 'Did you receive our emails?' The response is always like, 'Oh, you are coming in three months' time, we didn't feel the need to send a response because we can just chat when you're back in here'.""
Kim Myong Chol was born and lives in Japan, but is ethnically Korean.
He has been to North Korea more than 20 times in the last 40 years, and says he has met representatives of the country's elite as well as, in his words, the two Kims - Kim Jong-un's father and grandfather. He hasn't met the third Kim yet, but praises his ""guts, determination and intelligence"".
The Inquiry: What does Kim Jung-un Want? was broadcast on the BBC World Service on Tuesday 27 January 2015.
Listen to the programme
Download the programme
Some describe Kim Myong Chol as an unofficial spokesman for the leader.
""What makes him different from the two Kims,"" he argues, ""is that he will succeed in getting what he wants. The reunification of Korea, without foreign interference.  Eventually the US will leave Korea and the Korean peninsula will be re-unified.
""[The US will] realise the futility, the senselessness of American military presence in Korea. North Korea [will] become too strong for America. We have now nuclear weapons, we have intercontinental ballistic missiles, we have hydrogen bomb.
""We are victims of American aggression. North Korea is a most sanctioned country. Brutalised, criminalised, isolated by America.""
He insists Kim Jong-un's unpredictable behaviour is part of his strategy to fight back:
""North Korea is a very small country. The USA is a big country with nuclear weapons.  How to defeat the enemy? Outsmart them. That's the only way North Korea can survive, outsmart America.""
Yanmei Xie is senior China analyst for the International Crisis Group in Beijing.
She argues that Kim Jong-un can do little without China's support.
""North Korea relies on China for survival. If China cut the fuel supply across the Yarlu River which is between North Korea and China, then the regime... will collapse in a matter of weeks. So Beijing plays a very crucial and vital role in the Korean Peninsula.""
And when North Korea does something that China doesn't like, its punishment is swift and exact:
""When there were reports and intelligence saying North Korea could be on the brink of a fourth nuclear test, China slowed down fuel supply and food aid.
""But before it did that, China looked into the fuel supply and harvest of grain and calculated the amount of reduction in order to make sure that the reduction would not cause instability. [This] was meant to send a signal of displeasure but not to destabilise the regime or cause real pain.""
This is because China also needs its neighbour: North Korea stands between China and the 28,000 US soldiers stationed in South Korea.
""North Korea used to be a military buffer for China in terms of heading off any potential advance of US armies. Now in the age of naval and air dominance of United States, a land war is not as important, but North Korea remains a political buffer in that it is a buffer between China and South Korea, which remains a US ally.
""So China shares interest of managing Kim Jong-un. But I think sometimes people confuse that with signs that China is ready to abandon the Kim Jong-un regime. But actually it's the opposite. China is... stabilising the regime... to prolong, to preserve the current status quo.""
The Inquiry: What does Kim Jung-un Want? was broadcast on the BBC World Service on Tuesday 27 January, 2015.
Listen online or download the podcast.","The recent high-profile spat with the US over the Hollywood film ""The Interview"" painted North Korea's enigmatic young leader Kim Jong-un as impetuous."
"The development will be an annex to the school for three to 18-year-olds in Ystalyfera.
Built on the site of the former Sandfields Comprehensive, the secondary school will have 650 places.
Education Secretary Kirsty Williams said: ""This money will address the region's growing demand for Welsh medium education.""
The Welsh Government has awarded £10.69m towards the project as part of the 21st Century Schools programme which aims to update school buildings across Wales.",Money for a new £17m Welsh medium school campus in Neath Port Talbot has been approved by the Welsh Government.
"The inmates stole five rifles; a guard and an inmate were killed in an exchange of fire.
The authorities have begun a manhunt for the fugitives with the help of UN peacekeepers stationed in the country.
The Haitian government tweeted that it condemned what it described as a prison mutiny.
""One guard was killed during the incident,"" Justice Minister Camille Edouard Junior told Reuters news agency.
""Three prisoner were wounded, including one who died as a consequence of his wounds.""
Eleven escapees have so far been detained, and checkpoints have been set up on roads near the prison.
However, inmates at Arcahaie do not wear prison uniforms, making it easier for them to blend in with the general population.
Haitian prisons are notoriously overcrowded and inmates spend years in pre-trial detention.","More than 170 inmates have escaped from a Haitian prison in Arcahaie, 45km (30 miles) north of the capital Port-au-Prince."
"They told the BBC they went to the embassy as there was no security for them in the capital city Bujumbura.
Social media has been blocked, radio stations closed and protests banned.
People have been protesting since Sunday over President Pierre Nkurunziza's decision to stand for re-election in June.
African news at it happens: 1 May 2015
The government closed the university on Thursday citing ""insecurity"".
Earlier on Thursday several hundred students tried to organise a march into the centre of Bujumbura. They wanted to stop the president from officially presenting his nomination papers to the electoral commission.
The students told the BBC's Maud Jullien that the US embassy was the only place they felt safe and that they feared security forces were pursuing them.
She estimates around 500 students are outside the embassy.
The US has not reacted to their presence.
Senior US diplomat Tom Malinowski met Mr Nkurunziza on Thursday, and afterwards said he had warned that the situation in Burundi was ""dangerous"".
""Some of the measures that have been taken... to shut down social  media, to suspend radio stations not only are wrong as a matter of principle  but very counter-productive,"" he told journalists.
Rupert Colville from the UN human rights office also said on Friday that he was ""deeply concerned"" about the authorities' curtailing people's freedom of speech.
At least seven people have died amid the biggest protests Burundi has seen since the civil war ended in 2005.
In a Labour Day radio broadcast Mr Nkurunziza, a former rebel leader, warned of ""severe sanctions"" against protesters who are found to be behind an ""insurrectional movement"".
President Nkurunziza said there would be a judicial inquiry into the protests.
Under the constitution, presidents can only be elected to two terms in office but Mr Nkurunziza's allies say his first term does not count as he was appointed by parliament.
Burundi's senate has announced that the constitutional court will examine the legality of the bid.
Mr Nkurunziza has been in power since 2005, when a 12-year civil war officially ended.
More than 300,000 people died in the conflict between the minority Tutsi-dominated army and mainly Hutu rebel groups, such as Mr Nkurunziza's CNDD-FDD.",Hundreds of students in Burundi have spent the night in front of the US embassy after their university was closed amid anti-government protests.
"He died on Monday, aged 89, in a nursing home in Newmarket-on-Fergus in County Clare, following an illness.
Bishop Casey resigned as Bishop of Galway following the revelation he had been making payments to a woman in the United States for a long period.
He had a relationship with an American divorcee and was the father of her son.
Peter Murphy was born in 1974 and was the result of Bishop Casey's affair with Annie Murphy.
Speaking on BBC's Evening Extra programme, Michael Kelly of The Irish Catholic newspaper described the event as ""the beginning of the end of the extreme dominance of the Catholic Church in Irish public life"".
When the relationship became public in 1992, Bishop Casey resigned his post and went to America.
He later moved to Mexico to learn Spanish, worked as a missionary priest in Ecuador and then worked in a parish in England before retiring to Galway 14 years later.
In 2006 he came home to live in Shanaglish, near Gort, County Galway, and then Carrigoran Nursing Home in County Clare in 2011.
Born in County Kerry on 24 April 1927, Bishop Casey was educated in Limerick and in Saint Patrick's College, Maynooth, from where he was ordained to the priesthood in 1951.
For the next nine years he worked as a curate in two Limerick city parishes before being appointed to the Irish Emigrant Chaplaincy Service in England.
He became well-known while working in London for sourcing adequate housing for thousands of Irish emigrants.
On Monday, the Catholic Church said ""his passionate advocacy for social justice and for those marginalised by inequality gave him a significant public profile and his work in this area continued throughout his life"".
He was appointed Bishop of Kerry in 1969 before taking on the larger and more high-profile diocese of Galway and Kilmacduagh in 1976.
""Perhaps the highlight of his time in Galway was his organising and hosting the visit of Pope John Paul II to the city in 1979 to meet and pray with 300,000 young people from all over Ireland,"" the Catholic Church said.
Bishop Casey was present at the funeral of his murdered friend Archbishop Oscar Romero of El Salvador when the liturgy was interrupted by bombs and intense gunfire which left almost 50 mourners dead.
He also voiced strong objections to the visit of US President Ronald Regan to Galway in 1984 because of ""American foreign policy"".
Archbishop Eamon Martin said:  ""It is with great sadness that I learned today of the death of Bishop Eamonn Casey.
""I wish to sincerely acknowledge the contribution of Bishop Casey to the work of the Irish Catholic Bishops' Conference over twenty-three years during his time as Bishop of Kerry and as Bishop of Galway"".","Former Bishop of Galway, Eamon Casey, who was at the centre of a scandal that rocked the Catholic Church in the early 1990s, has died."
"Shipping containers are a common feature of the Kenyan landscape.
You'll find these steel boxes converted into comfortable homes, clinics and offices.
Others are turned into shops and granaries to store farm products.
But now shipping containers have entered the sphere of learning.
Starting this year, national examinations materials will be stored in secure shipping containers and placed under 24-hour armed police surveillance.
This is just one of the many new tough measures that the government is introducing to curb cheating in national exams.
In a country where people often rely on well-connected relatives and friends to succeed, education is everything.
Such is the thirst for personal development that around 20:00 on weekday evenings, you'll find the streets of Nairobi and other urban centres teeming with people of all ages going home from class.
Evening classes are a popular way for Kenyans to acquire a second or third degree with the hope of rising higher in life.
Competition for promotion or for the few job opportunities that become available is intense, leading to a desperate desire for more and better academic qualifications.
Joseph Warungu:
""There is a crisis of trust in Kenyan society.""
This pressure to succeed starts at primary school.
As a result, cartels have emerged to take advantage.
Working with some of the former national examinations council officials, police officers and teachers, these cartels have found a way to get hold of exam papers and sell them to desperate students and parents.
But last year things got out of hand as the cheating reached industrial proportions.
More than 5,000 primary and secondary school students had their exam results cancelled; the national examinations board was disbanded and some senior managers fired.
Nearly 200 people including police officers were arrested and charged over exam malpractices.
There is a crisis of trust in Kenyan society.
The government cannot trust the teacher to prepare the students for exams without cheating.
The teacher cannot trust the government to oversee the exams without cheating.
The student cannot trust himself to pass the exam without cheating.
And so in comes the tough steel containers to try and safeguard trust.
This year the government is not taking any chances.
By the time national exams begin in November, invigilators will have been vetted afresh.
Head teachers will now be held personally liable for any incidents of cheating that occur in their schools because they will have the sole responsibility of collecting from, and returning, the exam materials to the containers at central distribution points.
The government is so confident of the measures it has taken that the cabinet secretary for education gave this warning:
""I want to tell all children in candidate classes, that they better prepare for the exams. The monkey business that has been going on shall never happen again"".
But education is not the only sector suffering from the trust deficit.
Governance is badly hit.
Recently, a group of more than 30 elected County Assembly members, who were planning to impeach their Nyeri county governor in central Kenya, decided to spend the night inside the County Assembly under police guard, fearing that their opponents would kidnap them to frustrate the motion.
And in the last few days news has emerged of an invention to help curb drink driving.
The device, developed by a young university student, has an inbuilt breathalyser that detects the driver's alcohol level.
If it's too high, the device transmits a signal and prevents the engine from starting.
So why the need for such a device?
Road accidents kill an average of 3,000 people a year in Kenya and many of the accidents are caused by speeding and drink driving.
The government doesn't trust drivers not to get behind the wheel while drunk, and so it introduced alcohol breathalysers operated by traffic police.
But the public does not trust the police, because they can be easily bribed.
And the drunk driver does not trust anyone else to drive him home safely, except himself.
And so enter the Alcohol and Sound Detection System being developed by a young Kenyan.
It would be far cheaper and more effective to transform the Kenyan mind from within.
Instead the focus is on the symptoms of the epidemic:
If they cheat in exams, lock up exam materials in steel containers.
If democracy is in danger, hide it in locked chambers.
If the driver is too drunk to drive, let the car talk to him.
I think I'll now just retire to my shipping container house and trust that society will sort itself out.
More from Joseph Warungu:
Should the UK join the African Union?
Kenyans beg for mercy
Doctors take on traditional healers
Why Kenya has banned on-air sex","In our series of letters from African journalists, Joseph Warungu, a former high-school teacher, examines the measures the Kenyan government has put in place to tackle cheating in national exams, which begin in early November."
